Period,MaxTemperature,MinTemperature,Humidity,Pressure,Precipitation,WindSpeed
Week 2361 (1995-03-26 - 1995-04-01),19.9,10.4,77,1010.8,77.8,15.5
Week 2362 (1995-04-02 - 1995-04-08),23.1,9.5,58.6,1012,4.7,12.8
Week 2363 (1995-04-09 - 1995-04-15),23.8,12.1,70.6,1012,43.3,13.9
Week 2364 (1995-04-16 - 1995-04-22),24.3,14.6,72.6,1011.9,53.6,14.7
Week 2365 (1995-04-23 - 1995-04-29),26.3,16.1,72.7,1010.7,23.3,11.6
Week 2366 (1995-04-30 - 1995-05-06),30,15.4,61.7,1007.2,2.3,11.1
Week 2367 (1995-05-07 - 1995-05-13),34.6,19.1,55.1,1003.8,0,11.8
Week 2368 (1995-05-14 - 1995-05-20),34.6,20.3,49.6,999.1,18,18.4
Week 2369 (1995-05-21 - 1995-05-27),30,18.4,52.3,1008.9,8.7,13.7
Week 2370 (1995-05-28 - 1995-06-03),35.4,21.2,40.6,1003.7,1.3,12.1
Week 2371 (1995-06-04 - 1995-06-10),39.9,22.7,30,996.6,0,13.5
Week 2372 (1995-06-11 - 1995-06-17),40.9,24.2,33.6,994.6,1.1,11.9
Week 2373 (1995-06-18 - 1995-06-24),31.7,22.8,64.1,999.9,41.5,17.8
Week 2374 (1995-06-25 - 1995-07-01),35.3,23.1,60.9,996.7,0.8,10.1
Week 2375 (1995-07-02 - 1995-07-08),33.7,25.2,69.9,995.2,34.4,13.5
Week 2376 (1995-07-09 - 1995-07-15),30.5,24.1,82,997.4,54.5,10.5
Week 2377 (1995-07-16 - 1995-07-22),30.4,24.4,82.1,998.7,122.3,14.7
Week 2378 (1995-07-23 - 1995-07-29),27.2,22.4,84.4,1001.1,130.2,19.3
Week 2379 (1995-07-30 - 1995-08-05),30,23.5,84.6,998.9,120,9
Week 2380 (1995-08-06 - 1995-08-12),30.8,23.3,84.3,1000.6,27.9,15.3
Week 2381 (1995-08-13 - 1995-08-19),29.8,24,85.4,1000.7,38.2,14.1
Week 2382 (1995-08-20 - 1995-08-26),29.2,23.3,86.1,1002.9,27.1,9.4
Week 2383 (1995-08-27 - 1995-09-02),29.4,21.8,81.3,1001.1,20.1,9.4
Week 2384 (1995-09-03 - 1995-09-09),30.2,20,78.3,1002.7,0.7,14
Week 2385 (1995-09-10 - 1995-09-16),29.7,20.2,76.9,1008.3,3.3,8.8
Week 2386 (1995-09-17 - 1995-09-23),31.4,18.5,68.6,1005.2,0.1,9.9
Week 2387 (1995-09-24 - 1995-09-30),30.1,19.1,69.1,1007.8,6.2,10.7
Week 2388 (1995-10-01 - 1995-10-07),29.5,17.7,63.6,1009.7,3.6,9.9
Week 2389 (1995-10-08 - 1995-10-14),29.6,16.8,63.6,1010.8,6.1,19.1
Week 2390 (1995-10-15 - 1995-10-21),24,14.4,67.9,1013.6,16.2,13.6
Week 2391 (1995-10-22 - 1995-10-28),25.6,11,55.7,1016,0,10.2
Week 2392 (1995-10-29 - 1995-11-04),24.5,9.8,57.7,1013.9,0,8.4
Week 2393 (1995-11-05 - 1995-11-11),25.2,10,56.7,1014.2,0,9.8
Week 2394 (1995-11-12 - 1995-11-18),24.2,9.4,63.6,1014.8,0,8.4
Week 2395 (1995-11-19 - 1995-11-25),21.4,6.5,61.9,1016,0,8
Week 2396 (1995-11-26 - 1995-12-02),15.1,4.2,65.9,1018.1,41.6,12.2
Week 2397 (1995-12-03 - 1995-12-09),16.1,4.2,64.6,1020.4,3.5,9.7
Week 2398 (1995-12-10 - 1995-12-16),14.8,4.6,69,1021.1,4.4,10.4
Week 2399 (1995-12-17 - 1995-12-23),15.3,3.7,68,1020.7,1.3,9.7
Week 2400 (1995-12-24 - 1995-12-30),16.3,2.3,65,1021.8,0.1,7.4
Week 2401 (1995-12-31 - 1996-01-06),17.2,2.2,63,1020.1,0,7.6
Week 2402 (1996-01-07 - 1996-01-13),15.4,3.6,65.4,1018,4.1,9
Week 2403 (1996-01-14 - 1996-01-20),11.7,2.5,75.9,1015.7,63,11
Week 2404 (1996-01-21 - 1996-01-27),13.4,0.6,67.4,1018.8,6.4,10.3
Week 2405 (1996-01-28 - 1996-02-03),16.9,0.3,57.3,1018.1,0,10.2
Week 2406 (1996-02-04 - 1996-02-10),17.2,6.6,73.4,1016.3,32.4,10
Week 2407 (1996-02-11 - 1996-02-17),16.5,6.4,73.1,1017,48.4,11.9
Week 2408 (1996-02-18 - 1996-02-24),17.9,5.1,66.7,1013.4,23.8,11.2
Week 2409 (1996-02-25 - 1996-03-02),18.1,7.8,71.1,1017,21.3,14.3
Week 2410 (1996-03-03 - 1996-03-09),20.7,9.2,73.7,1015.7,20,11.4
Week 2411 (1996-03-10 - 1996-03-16),22.4,12.3,74,1010.7,141.8,16.6
Week 2412 (1996-03-17 - 1996-03-23),19,10.5,77.6,1012.5,84.9,11.4
Week 2413 (1996-03-24 - 1996-03-30),22.8,10.5,68.7,1006.8,54.8,10.8
Week 2414 (1996-03-31 - 1996-04-06),24.5,10.2,60.4,1009.2,18.5,14.2
Week 2415 (1996-04-07 - 1996-04-13),24.9,11.5,60.3,1011.6,30.9,14.8
Week 2416 (1996-04-14 - 1996-04-20),30,15.7,60.6,1009.1,0.7,14.3
Week 2417 (1996-04-21 - 1996-04-27),29.2,15.9,62.6,1006.3,6.5,13.1
Week 2418 (1996-04-28 - 1996-05-04),29.8,17.6,55.4,1005.1,20.1,22.2
Week 2419 (1996-05-05 - 1996-05-11),31.3,16.7,42.3,1004.3,5.7,16.9
Week 2420 (1996-05-12 - 1996-05-18),30.4,17.3,49,1006.9,5.7,10.9
Week 2421 (1996-05-19 - 1996-05-25),29.9,19.1,60.9,1007.9,34.9,13.7
Week 2422 (1996-05-26 - 1996-06-01),35.1,19.7,46.6,1000.7,0.3,10.5
Week 2423 (1996-06-02 - 1996-06-08),36.4,21.6,41,999.7,0.7,14.4
Week 2424 (1996-06-09 - 1996-06-15),34.1,24.9,63,1003.7,29.4,13.9
Week 2425 (1996-06-16 - 1996-06-22),30.1,21.9,69.1,999.3,29.5,17.1
Week 2426 (1996-06-23 - 1996-06-29),31.9,23.9,78.1,998.8,44.3,11.2
Week 2427 (1996-06-30 - 1996-07-06),30.9,22,72.7,1001.2,25.6,9.7
Week 2428 (1996-07-07 - 1996-07-13),33.2,24.2,71.4,999.1,34.9,9.3
Week 2429 (1996-07-14 - 1996-07-20),31,21.7,75.3,999.7,37.9,12.3
Week 2430 (1996-07-21 - 1996-07-27),32.9,24.5,72,996,3.8,10
Week 2431 (1996-07-28 - 1996-08-03),29.4,24.1,86.9,997.7,76.7,11.3
Week 2432 (1996-08-04 - 1996-08-10),30.5,23.5,83.9,999.6,52.3,9.7
Week 2433 (1996-08-11 - 1996-08-17),28.6,23.5,87.4,1001.6,95.4,12.2
Week 2434 (1996-08-18 - 1996-08-24),28.4,21.7,83.1,1003.7,20.5,12.3
Week 2435 (1996-08-25 - 1996-08-31),31.3,21.4,78,1004.3,2.4,8.7
Week 2436 (1996-09-01 - 1996-09-07),29.9,21.6,82.6,1004.5,14,8.8
Week 2437 (1996-09-08 - 1996-09-14),29.5,22.1,80.7,1004.5,9.4,8.3
Week 2438 (1996-09-15 - 1996-09-21),29.2,20.1,76.7,1002.9,5.3,8.3
Week 2439 (1996-09-22 - 1996-09-28),31.3,19.7,71,1006,0,10
Week 2440 (1996-09-29 - 1996-10-05),26.6,17.8,72.3,1008.6,39.8,14.3
Week 2441 (1996-10-06 - 1996-10-12),27,14.1,66.9,1012,0,8.7
Week 2442 (1996-10-13 - 1996-10-19),26,14,66.6,1014.5,38,15.6
Week 2443 (1996-10-20 - 1996-10-26),24.2,10.5,65.1,1014.9,1.6,9.5
Week 2444 (1996-10-27 - 1996-11-02),25.3,9.7,65.9,1010.9,0,8.3
Week 2445 (1996-11-03 - 1996-11-09),24.3,9.5,65.1,1013.3,0,9
Week 2446 (1996-11-10 - 1996-11-16),21.1,8.6,65.6,1016.1,9.9,12.6
Week 2447 (1996-11-17 - 1996-11-23),18.8,6.8,64.9,1018.1,13.3,11.9
Week 2448 (1996-11-24 - 1996-11-30),18.3,3.1,59.9,1016.1,0,8.7
Week 2449 (1996-12-01 - 1996-12-07),15.8,3.5,65.1,1019.2,3,10.5
Week 2450 (1996-12-08 - 1996-12-14),16.6,0.7,56.1,1018.9,0,9.7
Week 2451 (1996-12-15 - 1996-12-21),18.6,2.8,62,1018.7,0,9.4
Week 2452 (1996-12-22 - 1996-12-28),17.1,3.2,67.3,1020.2,2.2,9.7
Week 2453 (1996-12-29 - 1997-01-04),18.4,4.2,66,1018.8,0,6.1
Week 2454 (1997-01-05 - 1997-01-11),16.8,1.7,64.7,1021.3,0,8.4
Week 2455 (1997-01-12 - 1997-01-18),16.1,2.1,63,1019,4.8,11.5
Week 2456 (1997-01-19 - 1997-01-25),12,1,71.3,1016.2,26,10.5
Week 2457 (1997-01-26 - 1997-02-01),14.8,1.9,70,1016.3,5,9.5
Week 2458 (1997-02-02 - 1997-02-08),13.5,1.3,70.6,1013.9,16.1,11.9
Week 2459 (1997-02-09 - 1997-02-15),15.6,1.7,64.6,1015.2,0.6,10.6
Week 2460 (1997-02-16 - 1997-02-22),18.4,2,57.3,1015.8,0.2,11.1
Week 2461 (1997-02-23 - 1997-03-01),21.1,6.1,59,1014.8,13.5,15.6
Week 2462 (1997-03-02 - 1997-03-08),20.9,8.8,60.1,1017.9,9.2,14.7
Week 2463 (1997-03-09 - 1997-03-15),21,10.1,65.6,1014.7,29.9,9.8
Week 2464 (1997-03-16 - 1997-03-22),19.6,10,71.6,1011.9,54.1,10.5
Week 2465 (1997-03-23 - 1997-03-29),22,9.5,66.3,1013.8,31.4,12.4
Week 2466 (1997-03-30 - 1997-04-05),19.2,11,80.3,1011.9,84,12
Week 2467 (1997-04-06 - 1997-04-12),25.1,11.8,69.7,1010.4,7.2,13.3
Week 2468 (1997-04-13 - 1997-04-19),24.1,12.8,71.3,1011.4,69.7,16.1
Week 2469 (1997-04-20 - 1997-04-26),29,14.9,63.7,1009.7,1.4,17.2
Week 2470 (1997-04-27 - 1997-05-03),25.6,17,75.6,1011.1,41.2,11.8
Week 2471 (1997-05-04 - 1997-05-10),24.9,14.5,72.3,1008.8,92,15.3
Week 2472 (1997-05-11 - 1997-05-17),27.8,15,59.4,1008.8,6.2,13
Week 2473 (1997-05-18 - 1997-05-24),32,15.7,50.3,1003.7,0.1,10.5
Week 2474 (1997-05-25 - 1997-05-31),32.8,19,52,1003.1,4,13
Week 2475 (1997-06-01 - 1997-06-07),31.1,20.4,62.3,1005.8,10.4,10.1
Week 2476 (1997-06-08 - 1997-06-14),33.1,20.9,58.7,1003.8,6.6,12.6
Week 2477 (1997-06-15 - 1997-06-21),35.9,22.1,50.9,1000,5.9,12.8
Week 2478 (1997-06-22 - 1997-06-28),35.4,24.2,54,995,10.2,11.5
Week 2479 (1997-06-29 - 1997-07-05),34.9,23.4,56.4,995.7,9.7,11.8
Week 2480 (1997-07-06 - 1997-07-12),34.7,26.1,62.9,994.2,23.3,12.7
Week 2481 (1997-07-13 - 1997-07-19),33,25.7,74.3,997.4,30.2,14.2
Week 2482 (1997-07-20 - 1997-07-26),29.6,24.1,85,1001.8,51.1,9.3
Week 2483 (1997-07-27 - 1997-08-02),29.7,23.3,84.1,998.7,37.6,12.3
Week 2484 (1997-08-03 - 1997-08-09),31.7,22.7,76.3,1000.1,14.4,12.2
Week 2485 (1997-08-10 - 1997-08-16),29.7,23.4,81.3,1002.5,57.5,14.8
Week 2486 (1997-08-17 - 1997-08-23),30.7,24.4,80.7,1002.3,35.2,18.9
Week 2487 (1997-08-24 - 1997-08-30),29.3,20.9,79.9,1002.2,151.2,19.8
Week 2488 (1997-08-31 - 1997-09-06),30.8,22.5,80.7,1003.9,15.3,8.6
Week 2489 (1997-09-07 - 1997-09-13),29.2,21.7,83.7,1007.6,52,8.7
Week 2490 (1997-09-14 - 1997-09-20),30.5,20.9,78.7,1007.1,0,8
Week 2491 (1997-09-21 - 1997-09-27),30.3,18.6,71.4,1006.8,1.9,9
Week 2492 (1997-09-28 - 1997-10-04),26.2,16.9,73.1,1011.8,3.8,8.1
Week 2493 (1997-10-05 - 1997-10-11),26.7,15.2,67.3,1015,1.1,8.4
Week 2494 (1997-10-12 - 1997-10-18),25.1,14.7,69.1,1016.1,8.6,10.1
Week 2495 (1997-10-19 - 1997-10-25),20.8,13,80.9,1016.8,28.4,9.3
Week 2496 (1997-10-26 - 1997-11-01),22.3,11.4,72.7,1019.3,0.7,10
Week 2497 (1997-11-02 - 1997-11-08),23.4,9.5,69.4,1019.2,1.1,8.3
Week 2498 (1997-11-09 - 1997-11-15),20,7.5,66,1016.7,0.1,10.1
Week 2499 (1997-11-16 - 1997-11-22),20.4,7,64.9,1017.6,0.7,9.6
Week 2500 (1997-11-23 - 1997-11-29),16.2,7.2,73.9,1017.5,24.3,9.2
Week 2501 (1997-11-30 - 1997-12-06),16.8,5,70.6,1019.7,0,7.9
Week 2502 (1997-12-07 - 1997-12-13),16.1,6.2,74,1016.6,4.5,9.1
Week 2503 (1997-12-14 - 1997-12-20),15.7,4.9,74.3,1020.5,0,10
Week 2504 (1997-12-21 - 1997-12-27),14.5,3.7,76,1019.7,5,9.2
Week 2505 (1997-12-28 - 1998-01-03),13,0.1,70.1,1022.8,10.7,9.2
Week 2506 (1998-01-04 - 1998-01-10),15.9,5.3,71,1019.1,18.4,8.8
Week 2507 (1998-01-11 - 1998-01-17),13.7,2.5,72.9,1015.2,30.7,10.7
Week 2508 (1998-01-18 - 1998-01-24),14,1.2,60.3,1019.4,1.1,10.2
Week 2509 (1998-01-25 - 1998-01-31),15.9,3.8,64.7,1021.6,3.3,13.8
Week 2510 (1998-02-01 - 1998-02-07),16.7,3,66.3,1019.7,3.1,10.7
Week 2511 (1998-02-08 - 1998-02-14),19.3,6.9,68.3,1018,37.8,26.5
Week 2512 (1998-02-15 - 1998-02-21),16,6.5,79.9,1013.6,117.7,15.8
Week 2513 (1998-02-22 - 1998-02-28),15.1,5.9,76.7,1016,61,9.9
Week 2514 (1998-03-01 - 1998-03-07),15.5,7.2,76.9,1016.3,101.7,15.3
Week 2515 (1998-03-08 - 1998-03-14),17.2,5.9,72.1,1013.7,57.8,12.5
Week 2516 (1998-03-15 - 1998-03-21),20.8,9.2,73.4,1016.4,18.9,12.3
Week 2517 (1998-03-22 - 1998-03-28),22.7,8.2,63.6,1011.5,3.6,14.4
Week 2518 (1998-03-29 - 1998-04-04),25.2,11.7,67.6,1013.5,11,9.2
Week 2519 (1998-04-05 - 1998-04-11),23.6,12.7,70.9,1011.5,42.7,18.5
Week 2520 (1998-04-12 - 1998-04-18),28.4,13.2,64.7,1010,0,12.4
Week 2521 (1998-04-19 - 1998-04-25),31.1,16.7,58.3,1006.3,25,16.5
Week 2522 (1998-04-26 - 1998-05-02),28.3,17.3,66.7,1009.6,48.8,17.4
Week 2523 (1998-05-03 - 1998-05-09),27,16.4,66,1009.8,40.5,14.5
Week 2524 (1998-05-10 - 1998-05-16),31.8,17.6,58.3,1006.7,1.3,13.9
Week 2525 (1998-05-17 - 1998-05-23),35.7,20.2,46.6,1003.5,0,13.1
Week 2526 (1998-05-24 - 1998-05-30),37.7,22.3,35.9,999.7,0,25.6
Week 2527 (1998-05-31 - 1998-06-06),35.7,21.4,36.7,1003.1,1.1,16.7
Week 2528 (1998-06-07 - 1998-06-13),33.7,21.2,48.3,1001.8,26.1,15.6
Week 2529 (1998-06-14 - 1998-06-20),36.6,21,40.3,1001.8,0,12.4
Week 2530 (1998-06-21 - 1998-06-27),38.9,25.1,33.7,995.6,0,14.8
Week 2531 (1998-06-28 - 1998-07-04),33.7,25.5,69.7,998.1,57.7,15.4
Week 2532 (1998-07-05 - 1998-07-11),31.4,24.9,82,995.5,74.2,18.8
Week 2533 (1998-07-12 - 1998-07-18),30.8,23.9,84.3,999.6,115,11.2
Week 2534 (1998-07-19 - 1998-07-25),31.8,23.9,80.3,999.9,10.3,8.7
Week 2535 (1998-07-26 - 1998-08-01),32.3,24.5,78.4,1000.8,12.2,9.5
Week 2536 (1998-08-02 - 1998-08-08),31.2,24.4,81.9,1000.1,44.1,11.3
Week 2537 (1998-08-09 - 1998-08-15),30.9,24.4,82.4,999.6,40.7,7.9
Week 2538 (1998-08-16 - 1998-08-22),31,24.1,83.1,1002.4,99.7,11.6
Week 2539 (1998-08-23 - 1998-08-29),30.3,22.9,83.4,1004.6,14.7,8.4
Week 2540 (1998-08-30 - 1998-09-05),30.3,22.7,81,1004.1,22.3,8.9
Week 2541 (1998-09-06 - 1998-09-12),29.6,21.8,80.6,1006.3,32.4,8.8
Week 2542 (1998-09-13 - 1998-09-19),30.3,19,72.6,1006.2,1.6,13.3
Week 2543 (1998-09-20 - 1998-09-26),29.7,19.7,75.3,1008.3,1.1,9.8
Week 2544 (1998-09-27 - 1998-10-03),30.9,20.2,72,1008.3,3.1,8.8
Week 2545 (1998-10-04 - 1998-10-10),29.8,18.1,69.3,1010.2,0.9,11.6
Week 2546 (1998-10-11 - 1998-10-17),27.8,15,60.9,1010.1,5.1,11.8
Week 2547 (1998-10-18 - 1998-10-24),27.8,14.2,65.4,1010,0,8.3
Week 2548 (1998-10-25 - 1998-10-31),26.4,12.5,54.3,1014.8,0.4,13.3
Week 2549 (1998-11-01 - 1998-11-07),25.1,10.8,61.3,1015.5,0,9.7
Week 2550 (1998-11-08 - 1998-11-14),24,9.7,62.1,1015.6,0,8.8
Week 2551 (1998-11-15 - 1998-11-21),24,8.2,57.3,1014.2,0,8.6
Week 2552 (1998-11-22 - 1998-11-28),22.7,6.8,56.7,1015.7,0,9.6
Week 2553 (1998-11-29 - 1998-12-05),21.5,6.2,56.7,1018,0,8.9
Week 2554 (1998-12-06 - 1998-12-12),21.1,6.2,60.9,1017.8,0,8.1
Week 2555 (1998-12-13 - 1998-12-19),18.3,5.4,76,1018.8,0,7.7
Week 2556 (1998-12-20 - 1998-12-26),18.2,4.2,72,1017.8,0,7.8
Week 2557 (1998-12-27 - 1999-01-02),17.2,3.7,72.6,1018.4,0,8.5
Week 2558 (1999-01-03 - 1999-01-09),12.7,6.6,84.6,1015.9,75.7,10.2
Week 2559 (1999-01-10 - 1999-01-16),15.8,2.6,71.4,1019.1,0,8.6
Week 2560 (1999-01-17 - 1999-01-23),14.3,5.4,79.7,1017.9,46.9,9.8
Week 2561 (1999-01-24 - 1999-01-30),14.3,4.6,77.3,1015.9,25.8,12.3
Week 2562 (1999-01-31 - 1999-02-06),15.1,3,71.9,1020.1,16.5,9.7
Week 2563 (1999-02-07 - 1999-02-13),19.3,8.4,72,1019.3,5.1,9.5
Week 2564 (1999-02-14 - 1999-02-20),19.7,9.4,74.9,1018.4,20.8,8.9
Week 2565 (1999-02-21 - 1999-02-27),19,6.9,67.9,1016.8,3.4,12.4
Week 2566 (1999-02-28 - 1999-03-06),20.8,8,67.9,1013.6,22,11
Week 2567 (1999-03-07 - 1999-03-13),19.7,9.2,73.3,1009.7,95.7,13.3
Week 2568 (1999-03-14 - 1999-03-20),21.4,9.7,65.1,1010.3,27.7,13.7
Week 2569 (1999-03-21 - 1999-03-27),22.5,9.5,64,1011.2,10.9,13.6
Week 2570 (1999-03-28 - 1999-04-03),26.7,13.1,56.7,1009.7,3,14.5
Week 2571 (1999-04-04 - 1999-04-10),29.1,13.5,51,1008.7,0.1,15
Week 2572 (1999-04-11 - 1999-04-17),28.8,14,49.9,1007.2,5.5,20.2
Week 2573 (1999-04-18 - 1999-04-24),32.6,16.8,39.9,1006.4,0.5,17.7
Week 2574 (1999-04-25 - 1999-05-01),35.2,18.4,31.9,1002.8,0,17.5
Week 2575 (1999-05-02 - 1999-05-08),35.4,20.7,34.6,1003.5,3.3,21.6
Week 2576 (1999-05-09 - 1999-05-15),32.9,19.2,45.3,1003.4,11.4,13.7
Week 2577 (1999-05-16 - 1999-05-22),37,21,36.3,1001.7,1.3,15.8
Week 2578 (1999-05-23 - 1999-05-29),36,21.2,32,999.6,0.8,15.5
Week 2579 (1999-05-30 - 1999-06-05),34.4,21.6,34.6,1001.8,2.2,15.5
Week 2580 (1999-06-06 - 1999-06-12),38.3,23.5,37.4,999.3,1.8,13.3
Week 2581 (1999-06-13 - 1999-06-19),38.8,24.6,38.6,998.5,8.6,16.2
Week 2582 (1999-06-20 - 1999-06-26),34.7,23.4,56.1,996.5,31.9,14.2
Week 2583 (1999-06-27 - 1999-07-03),35.1,25.4,63.1,996.7,48.1,12.3
Week 2584 (1999-07-04 - 1999-07-10),34.4,25.5,66.6,999.3,9.5,17.3
Week 2585 (1999-07-11 - 1999-07-17),32.5,23.8,71.7,997,34.3,15.5
Week 2586 (1999-07-18 - 1999-07-24),30.9,24.1,74.9,997.3,40.7,17
Week 2587 (1999-07-25 - 1999-07-31),32.9,24.7,70.6,997.5,22.9,14.1
Week 2588 (1999-08-01 - 1999-08-07),31.7,24,79.4,998.8,40.7,9.2
Week 2589 (1999-08-08 - 1999-08-14),30.2,23.5,80.9,998.8,21,12.9
Week 2590 (1999-08-15 - 1999-08-21),32.8,22.7,71.7,1002.9,12.4,9.6
Week 2591 (1999-08-22 - 1999-08-28),31.3,23,75.9,1002.5,27.8,8.9
Week 2592 (1999-08-29 - 1999-09-04),31.5,22.5,72.4,1003.5,15.9,9.8
Week 2593 (1999-09-05 - 1999-09-11),31.8,22,70.4,1004.1,9.7,10.9
Week 2594 (1999-09-12 - 1999-09-18),32.5,23.6,69.3,1002.2,3.2,9.9
Week 2595 (1999-09-19 - 1999-09-25),30.5,22.2,75.7,1007.5,57.5,10
Week 2596 (1999-09-26 - 1999-10-02),29.5,19.3,72.6,1009.8,3.3,12.3
Week 2597 (1999-10-03 - 1999-10-09),28.5,15.7,60.3,1010.7,0.9,9.8
Week 2598 (1999-10-10 - 1999-10-16),28.7,13.5,48,1012.4,0,10.1
Week 2599 (1999-10-17 - 1999-10-23),28.6,13.2,52,1011.5,0,9.4
Week 2600 (1999-10-24 - 1999-10-30),28.9,14.1,49.1,1011.3,0,9.7
Week 2601 (1999-10-31 - 1999-11-06),23.9,13.6,66.3,1013.4,69.8,14.2
Week 2602 (1999-11-07 - 1999-11-13),21.6,9.9,65.4,1016.4,2,10.9
Week 2603 (1999-11-14 - 1999-11-20),21.3,7.8,64.6,1017.9,0,11.9
Week 2604 (1999-11-21 - 1999-11-27),19.1,8.4,64.7,1017.8,8,11.5
Week 2605 (1999-11-28 - 1999-12-04),20.8,6.8,67.1,1017.7,0,8.5
Week 2606 (1999-12-05 - 1999-12-11),18.1,3.6,67.4,1019.3,0,8.6
Week 2607 (1999-12-12 - 1999-12-18),18.7,3.3,63.1,1017.2,0,9
Week 2608 (1999-12-19 - 1999-12-25),18.4,2.8,64.9,1019.2,0,9
Week 2609 (1999-12-26 - 2000-01-01),17.1,2.7,71.6,1018.3,0,7
Week 2610 (2000-01-02 - 2000-01-08),17.5,3.5,75.3,1016.7,0,7.3
Week 2611 (2000-01-09 - 2000-01-15),12.6,5.2,80.9,1014.6,59.8,10
Week 2612 (2000-01-16 - 2000-01-22),15.6,3.1,63.1,1017.6,0,10.6
Week 2613 (2000-01-23 - 2000-01-29),15.2,3.8,69.1,1019.8,12.8,11.6
Week 2614 (2000-01-30 - 2000-02-05),15.5,6,71.6,1014.4,20.4,11.2
Week 2615 (2000-02-06 - 2000-02-12),14.2,3.3,73.7,1015.5,12.8,8.4
Week 2616 (2000-02-13 - 2000-02-19),15.6,1.9,62,1016.3,0,9.8
Week 2617 (2000-02-20 - 2000-02-26),16.8,1.9,56.3,1016.5,0,11.8
Week 2618 (2000-02-27 - 2000-03-04),19.8,5.8,56.4,1011.9,23.8,17.4
Week 2619 (2000-03-05 - 2000-03-11),20,5.1,58.9,1011.8,0.4,11.8
Week 2620 (2000-03-12 - 2000-03-18),21.6,8.1,52.3,1010.7,4.5,20.1
Week 2621 (2000-03-19 - 2000-03-25),22.4,8.4,53.6,1014.9,5.1,14.1
Week 2622 (2000-03-26 - 2000-04-01),27.3,13.3,52.9,1013.7,11.4,18.8
Week 2623 (2000-04-02 - 2000-04-08),27.8,12.7,39,1009.5,2,23
Week 2624 (2000-04-09 - 2000-04-15),33.1,14.9,34.3,1005.8,3.1,15.5
Week 2625 (2000-04-16 - 2000-04-22),33.9,18.8,34.6,1005.7,0,18.6
Week 2626 (2000-04-23 - 2000-04-29),34.3,18.4,29.1,1002.5,0,14.2
Week 2627 (2000-04-30 - 2000-05-06),37.4,21.3,25.6,1004.9,0.5,13.6
Week 2628 (2000-05-07 - 2000-05-13),37.3,25.4,42.7,1003.9,4.7,12.3
Week 2629 (2000-05-14 - 2000-05-20),37.6,22.2,42.3,999.2,4,17.1
Week 2630 (2000-05-21 - 2000-05-27),39.1,23.3,29.4,996.8,1.9,21.6
Week 2631 (2000-05-28 - 2000-06-03),37.7,24.2,39.6,999.7,9.9,17.4
Week 2632 (2000-06-04 - 2000-06-10),35.2,23,43.4,1000.1,5.1,18.6
Week 2633 (2000-06-11 - 2000-06-17),39.5,24.9,35.4,996.6,0,12.6
Week 2634 (2000-06-18 - 2000-06-24),37.6,26.6,43.4,997.7,0.4,14.1
Week 2635 (2000-06-25 - 2000-07-01),33.5,25.1,66.7,998.9,99.3,12
Week 2636 (2000-07-02 - 2000-07-08),33.7,24.3,69.1,998.4,11.7,14.1
Week 2637 (2000-07-09 - 2000-07-15),31.7,24.1,77.1,997.1,27,12.2
Week 2638 (2000-07-16 - 2000-07-22),30.9,23.8,77.9,998.1,17.4,15.2
Week 2639 (2000-07-23 - 2000-07-29),31.6,23.6,77.4,1000.4,9.9,9.4
Week 2640 (2000-07-30 - 2000-08-05),30.3,22.6,78.3,1001,68.7,11.5
Week 2641 (2000-08-06 - 2000-08-12),31.7,23.2,76.7,1001.4,34.2,9.3
Week 2642 (2000-08-13 - 2000-08-19),31.3,23.4,79,1001.4,13.9,8.2
Week 2643 (2000-08-20 - 2000-08-26),32.7,23,72,1002.3,1.1,8.7
Week 2644 (2000-08-27 - 2000-09-02),31.1,24.3,77.1,998.2,23.2,10.3
Week 2645 (2000-09-03 - 2000-09-09),31.5,23.5,74,1002,9.2,11.3
Week 2646 (2000-09-10 - 2000-09-16),33,20.7,60.6,1004.3,0,13.4
Week 2647 (2000-09-17 - 2000-09-23),30.9,21.8,65.9,1008.5,42,12
Week 2648 (2000-09-24 - 2000-09-30),29.8,16.7,56.7,1009.3,3.3,10.9
Week 2649 (2000-10-01 - 2000-10-07),31.2,19.6,55.1,1010.5,14.5,15.8
Week 2650 (2000-10-08 - 2000-10-14),30.7,16.6,42.7,1009.4,1,11.4
Week 2651 (2000-10-15 - 2000-10-21),31.9,15.6,39,1009.4,0,11.4
Week 2652 (2000-10-22 - 2000-10-28),30.2,14.4,40.7,1010.4,0,11.9
Week 2653 (2000-10-29 - 2000-11-04),28,13.9,56.6,1014.3,0,10.5
Week 2654 (2000-11-05 - 2000-11-11),25.6,13.5,53.6,1014.4,0.3,13.4
Week 2655 (2000-11-12 - 2000-11-18),22.9,9.5,42.4,1014.8,0.9,15.1
Week 2656 (2000-11-19 - 2000-11-25),21.6,8.1,48.9,1016.3,1,12.9
Week 2657 (2000-11-26 - 2000-12-02),19.3,4.1,44.7,1018,0,15.3
Week 2658 (2000-12-03 - 2000-12-09),19.6,5.1,49.4,1017.8,0.5,14.1
Week 2659 (2000-12-10 - 2000-12-16),19.4,5.4,51.1,1016.9,6,9.9
Week 2660 (2000-12-17 - 2000-12-23),18,4.9,62.7,1018,19,11
Week 2661 (2000-12-24 - 2000-12-30),18.4,4.6,65.3,1017.6,1.4,9.8
Week 2662 (2000-12-31 - 2001-01-06),16.1,2.9,64.7,1017.5,0,8.4
